x-axis,1,2
second,Volt,Volt
-269.0100E-06,+403.0150711E-03,+409.0452218E-03
-268.5200E-06,+406.0301464E-03,+406.0301464E-03
-268.0300E-06,+393.9698450E-03,+393.9698450E-03
-267.5400E-06,+387.9396943E-03,+383.9195939E-03
-267.0500E-06,+385.9296441E-03,+377.8894432E-03
-266.5600E-06,+377.8894432E-03,+385.9296441E-03
-266.0700E-06,+369.8492423E-03,+361.8090414E-03
-265.5800E-06,+363.8190916E-03,+353.7688404E-03
-265.0900E-06,+361.8090414E-03,+346.7336646E-03
-264.6000E-06,+349.7487400E-03,+341.7085391E-03
-264.1100E-06,+329.6482377E-03,+330.6532628E-03
-263.6200E-06,+329.6482377E-03,+325.6281372E-03
-263.1300E-06,+321.6080368E-03,+307.5376851E-03
-262.6400E-06,+313.5678358E-03,+297.4874340E-03
-262.1500E-06,+297.4874340E-03,+289.4472331E-03
-261.6600E-06,+289.4472331E-03,+281.4070322E-03
-261.1700E-06,+280.4020071E-03,+273.3668312E-03
-260.6800E-06,+269.3467308E-03,+257.2864294E-03
-260.1900E-06,+258.2914545E-03,+242.2110527E-03
-259.7000E-06,+249.2462285E-03,+235.1758769E-03
-259.2100E-06,+230.1507513E-03,+212.0602992E-03
-258.7200E-06,+217.0854248E-03,+209.0452239E-03
-258.2300E-06,+212.0602992E-03,+201.0050230E-03
-257.7400E-06,+192.9648221E-03,+184.9246211E-03
-257.2500E-06,+184.9246211E-03,+168.8442193E-03
-256.7600E-06,+172.8643198E-03,+164.8241188E-03
-256.2700E-06,+159.7989933E-03,+152.7638175E-03
